@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
microsoft,irrelevant,'Je moet er wel een mechanische papegaai voor op je schouder hebben maar dan heb je ook wat Erg gaaf microsoft'
apple,irrelevant,'I guess I should go and shopping next week Birthdays only come once a year Lol'
google,neutral,'Motorola Droid Razr vs Samsung Galaxy Nexus chart CNET blog nexus one google'
google,positive,'When Im about to tweet something and I cant remember how to spell I go straight to Google'
microsoft,neutral,'Ballmer mocks Android promises a bunch of new Nokia Windows Phones next week video microsoft windows'
twitter,irrelevant,'o TWITTER é FODA Esposa defende Luis Fabiano no Twitter Jogo Aberto gt o bixo pegou'
apple,irrelevant,'Buy more products of Hemp Jewelry Instructions nowFree ship'
google,irrelevant,'aha et qui est ce qui va remonter dans les résultats google p'
apple,neutral,'Ok so it was a lion and not a leopard Too much upgrading this weekend'
twitter,neutral,'Bout to tweet about tweeting twitter Seahawkswag'
twitter,neutral,'congrats on joining twitter'
twitter,neutral,'You can directly share your Facebook photos on Twitter with'
apple,positive,'Video card on workstation died after just six months So long Hello'
apple,neutral,'Smart as hell The Great Tech War Of Fab Four'
twitter,irrelevant,'MEU TWITTER TA TO MOVIMENTADO D ai sim em'
twitter,irrelevant,'Comooo es q me dices q he llegado alos limites de uso twitter no q lo nuestro duraria siempre X'
google,irrelevant,'Conoce al nuevo Samsung GalaxyNexus con Android IceCreamSandwich Google Smartphones'
google,neutral,'Well we should knw that this isnt the app from google unlike Apple'
apple,neutral,'Loving these names Chases With Ice Cream Sandwich mobile'
apple,neutral,'I already have an iPhone with an ATT contract Can I buy a factory UNLOCKED iPhone S with my contract'
twitter,positive,'When I say Im going to bed that really means Im gonna sit on twitter for min then go to bed Twitterlt'
google,neutral,'SEO backlinks google index Free Tool'
google,neutral,'wwwgeolocotv Geoloco future of tech brands ads in location revolution San Francisco keynotes Google Facebook Starbucks'
google,irrelevant,'Google Endlich Alle offiziellen Details zum Google Galaxy Nexus und zu Android Ice Cream Sandwich mit Videos'
twitter,irrelevant,'Que según un humano puede decir palabras en horas Y cuando no hay con quien vomitarlas todas A cierto el chat o twitter'
microsoft,neutral,'RT Microsoft CEO says company got lucky when Yahoo deal fell apart microsoft steveballmer neowin'
google,irrelevant,'Galaxy Nexus líbí i novinky v ICS Najít truhlu se zlaáky je mj D Snad jet nezapomenou na Nexus One Google'
twitter,neutral,'Twhistler makes Twitter sing twitter'
twitter,neutral,'Shes a freaked out philosopher on twitter lol girl bye'
google,neutral,'Google Samsung unveil Ice Cream Sandwichpowered Galaxy Nexus'
apple,neutral,'Anyone know why we can only read iBooks on the iPhone and iPad Any ideas how to read them on mac'
microsoft,neutral,'been using microsoft for years well here are some tips to be more efficient that even you might not know'
microsoft,positive,'Blog Post Cool Tool Microsoft Mouse Without Borders Tools Utilities microsoft'
twitter,irrelevant,Twitter
google,negative,'google fail'
microsoft,neutral,'Congrats to Microsofts Monica Diaz for being part of Most Influential Hispanics'
apple,neutral,'RT fail i guess didnt notify these clowns that the iPhone isnst out yet'
apple,neutral,'Would you look at that does style welcomes as well customerappreciation custserv'
twitter,neutral,'I might call it a night goodnight twitter'
google,neutral,'Email with line preview offline search of any amount of emails you want Android Google'
twitter,negative,'Man Twitter Is Gettin BORING'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow'
twitter,neutral,'Put your twitter on autopilot and let it gain followers for you TeamFollowBack Twitter autopilot aday'
microsoft,negative,'Yeh behatreen samay hay parivar honeka says the microsoft ad in hindi Preaching family values to indians Get a local ad agency guys'
google,neutral,'Android Google Texas Instruments Its Not the Number of Cores Its Sophistication DhilipSiva'
microsoft,neutral,'Microsoft shows touch screen for any surface'
twitter,neutral,'Mkiite twitter Off'
google,irrelevant,'GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus'
microsoft,irrelevant,'Microsoft desarrolla una pantalla táctil proyectada sobre cualquier superficie microsoft tecnologia tic omnitouch'
google,neutral,'Android Google Ice Cream Sandwich Feature Closer Look Resizable Widgets Folders Multitasking And DhilipSiva'
twitter,irrelevant,'hahaha entonces q espera para irse a dormir aja pero el vicio del twitter le gana mas hahaha uii no señito eso no se hace lol'
apple,positive,'Thank you for Find My Mac just located and wiped my stolen Air smallvictory thievingbastards'
microsoft,neutral,'VIDEO Microsoft CEO Steve Ballmer talks at WebSummit about Yahoo Bing and more'
apple,positive,'New iOS update is THE BEST iloveyou'
twitter,neutral,'Hitting the sack early Gnight twitter'
apple,negative,'This does not bode well After charging all night my iPhone S has battery after only hr off charger with no calls light use'
google,neutral,'The Ice Cream Sandwich presentation was very buggy however looks much more promising than expected Android GalaxyNexus Google'
apple,irrelevant,'ipad mi aparato favorito de la vida frase celebre de Azay Carrasco ipad'
google,irrelevant,'Google y Samsung lanzan oficialmente el GalaxyNexus con Android IceCreamSandwich'
apple,neutral,'Gee I cant imagine that the maps app graphic from this Samsung website will help their court cases vs'
apple,negative,'Im givin this stupid reserve system days If I cant get reservation Ill never buy any Apple products yup I hate contracts'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android'
twitter,irrelevant,'Saindo Twitter'
apple,neutral,'RT We destroying you next RT Duh TeamAndroid RT I got a feeling we living in the last days of Blackberry'
twitter,neutral,'RT My twitter age is days hours minutes seconds Find out yours at twittertime'
apple,neutral,'RT Bah Genius BAR RT fan Eric Holder spotted at the Genius Store'
google,irrelevant,'SamsungAndroid GoogleGALAXY Nexus ITmedia google'
microsoft,irrelevant,'RT stage Toulouse Microsoft net SuperBote Win geeks Please RT'
microsoft,neutral,'Microsoft delivers developer preview of Roslyn compiler as a service'
google,neutral,'RT Too bad google didnt have a tribute graphic for DennisRitchie'
microsoft,neutral,'Microsoft extends revenue guarantees to Yahoo Yahoo disclosed today that Microsoft extended'
twitter,positive,'Today I was introduced as BigDealDawson at LGFW O twitter and social media I love you Teehee xx'
apple,irrelevant,'no tengo'
microsoft,irrelevant,'RT Zeer leerzame dag vandaag redhat en microsoft Morgenvroeg naar tallgrass voor de nieuwste technieken op glasvezel'
google,irrelevant,'Google llega a millones de usuarios aunque su problema sigue siendo la poca permanencia en esta RedSocial'
apple,neutral,'Whoa Line at store in Glendale for iPhone S'
twitter,irrelevant,'Ajajaja Pero si avisé poh Acá en el twitter ademá q te dije q la iba a ver xD'
twitter,neutral,'RT RT some stuff you only find on TWITTER lolz lt LMAO'
microsoft,neutral,'Teamfollowback Microsoft expands Windows Phone Marketplace to India microsoft windowsphone india'
apple,neutral,'A Great iPhone S Review'
google,irrelevant,'RT For Twitter free speech is what matters not real names Twitter Google'
microsoft,negative,'Ive seen a couple of iPhone Ss already but still no Windows Phone s ever Microsoft not so hot'
google,neutral,'DAMN Galaxy Nexus Google Android time for me to upgrade my Nexus S xD'
apple,neutral,'I totally agree was talking wfriends about that yesterday Siri Everywhere'
microsoft,irrelevant,'RT Wordperfect Windows Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http'
microsoft,irrelevant,'Terminaux Windows empchant dinstaller Linux la polémique enfle Microsoft'
google,neutral,'Watching ice cream sandwich So far it only melted when attempting facial recognition during unlock YouTubecomandroid Samsung google'
microsoft,neutral,'Windows Phone Tango and Apollo rumors suggest new screen specs microsoft windows'
microsoft,irrelevant,'RT Smartsite prijsmodel voor Microsoft Azure cloud afgerond Volgende week eerste site live in the cloud in'
microsoft,negative,'WindowsPhone would get a lot more blog and review love if Microsoft provided a tool to grab screenshots Its nearly impossible wpt'
twitter,irrelevant,'GoodNightPeople Hasta Mñn Twitter B'
google,positive,'Forget the phone Nice UI Liking the Scroll Feature android google nexus'
apple,negative,'Suddenly lost all address book on iPhone And someone was using my ID It all fucked up'
google,irrelevant,'Galaxy Nexus android galaxy nexus google'
apple,neutral,'RT Packed session on and at GartnerSYM Indicator of todays mindshare'
microsoft,irrelevant,'microsoft intervista vivido sul cloud'
microsoft,positive,'Lunch today Eating it at Microsoft while attending VSLive Priceless'
google,irrelevant,'Google When you perform texas hold em do you have to use the cards you are dealt go through on wikileaks'
google,neutral,'Google announces NFCbased Android Beam for sharing between phones'
twitter,irrelevant,'Me he vuelto un ser nocturno gracias a las redes sociales Twitter como una de mis favoritas MoreDigitalLessHuman'
microsoft,irrelevant,'Google adds default endtoend encryption to search via Ik zeg goed bezig Jammer dat microsoft achter'
microsoft,neutral,'Europe Approves Microsoft Takeover of Skype UK London'
google,irrelevant,'RT Deux lignes sont affichées sur la premire page de GMail pour chaque mail un aperu en quelque sorte google nexusprime'
twitter,neutral,'RT What Is A Facebook Like Worth For Your Business SMM SocialMedia Twitter'
google,irrelevant,'RT Google'
twitter,negative,'A few people are reporting twitter retweets not working Probably a technical problem'
twitter,irrelevant,'Un generador de partículas subatomicas marca Acme es mas divertido que ver a una mosca dormir hedicho Twitter Off'
apple,neutral,'SpeechTrans on App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter'
google,irrelevant,'RT Google presenta Android Beam una nueva forma de compartir por NFC'
microsoft,irrelevant,'obrigado cpfl obrigado microsoft obrigado totvs hellonearth'
apple,neutral,'Need to update my apps my apple ID is disabled Dont know what to do'
microsoft,negative,'I dont understand y mail can work seamlessly in all browsers in all platforms and Microsoft Exchg sucks n says you need IE'
twitter,positive,'RT You can literally go back and forth between Facebook twitter text and email all do technology is too good'
microsoft,neutral,'RT If you missed this earlier Steve Ballmer bashes Android phones video microsoft windows'
twitter,irrelevant,'Che a alguien le gusta mi nuevo fondo o mi icono de twitter o'
microsoft,irrelevant,'Vous rappelez vous lépoque du Gros Méchant Microsoft'
google,neutral,'New Galaxy Nexus App Improvements Beam sharing using NFC nexus samsung google android bitlynEJbyE'
twitter,neutral,'Use Twitter to generate traffic to your website'
google,irrelevant,'caramba a galera da google mandou muito bem no novo android novidades na app da camera esto d soudev o quero o novo Google Nexus D'
twitter,irrelevant,'kk isso porque eu ttinha twitter antes de voc mais ttinha esqueciido de tudo S kkkkkkk'
apple,irrelevant,iPad
apple,negative,'you can suck it you and your fucking iPhones better be glad its all I like cause the service Is fucking terrible'
google,positive,'So so excited for all of the new Android features Awesomeness Android ICS Google GalaxyNexus'
apple,positive,'Siri is amazing'
microsoft,neutral,'RT Microsoft tests and proves AppSense enterprise scalability K users on one personalization DB'
microsoft,neutral,'Blessing in disguise Ballmer feels lucky Microsoft didnt buy Yahoo in business'
microsoft,positive,'Microsoft Stores offer up free Windows Phone devices microsoft microsoftstores'
microsoft,negative,'ICS android is going to kill both Mango wmp microsoft and rimm it already killed webOS and Nokia OS'
google,neutral,'Have anyone of you found a Twitter to Google tool Google Twitter'
microsoft,irrelevant,'Kinect Sports Nos premires impressions kinect microsoft'
apple,positive,'Create new folders from within your photo album in iOS finally Thanks thats been a thorn in my side for a while newfeature'
twitter,irrelevant,'Con el tiempo querido amigo entenderas pronto aprenderas alabado sea twitter el diario de personasinviables D'
microsoft,neutral,'Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android'
apple,negative,'just now seeing none of my Microsoft Office programs work anymore after Lion upgrade Why'
twitter,neutral,'Twitter should have Emoticons'
google,irrelevant,'RT Possibilité de mettre des contacts dans les dossiers google nexusprime'
apple,irrelevant,'Umm pretty sure I typed not you but okies whyd you do it then grin'
google,positive,'Loved the introduction of the Google Galaxy Nexus Ice Cream Sandwich Really looking forward to my new phone android ics nexus google'
apple,negative,cu
microsoft,irrelevant,'Microsoft verlngert Umsatzgarantien fr Suchpartner Yahoo Yahoos InterimsCEO Tim Morse zufolge sol microsoft'
twitter,neutral,'twitter keeps me from sleeping soaddicted'
apple,neutral,'Win an iPod Touch from get the Hello World Baby Memories App PampersHelloApps'
google,neutral,'Android Ice Cream Sandwich announcement roundup android google'
microsoft,neutral,'Microsoft researchers want to turn your hand into a touchscreen via'
twitter,neutral,'Twitter Off'
microsoft,irrelevant,'Warum steht bei eigentlich ehemalige Microsoft Managerin und nicht Zuknftige Piraten Stadtrtin AnneWill'
twitter,irrelevant,'Lo primero que pongo cuando abro el navegar es Twitter Luego Facebook y de ultimo Hotmail jajaja'
microsoft,neutral,'Microsoft Takes a Shot at the Wii in Their Newest DanceCentral Ad Video Kinect games'
apple,neutral,'RT iPhone S vs Canon D Mark II A sidebyside comparison of p HD video ltlt Wow'
google,irrelevant,'RT eso Google'
google,neutral,'GMusic Unites Google Music with Apple iOS Apps republished'
apple,negative,'I am very upset about and inconvenienced by this iphone update failed backup'
twitter,neutral,'twitter and Facebook gone get sumbody beat up mane everybody b so reckless'
twitter,irrelevant,'tava fazendo o twitter da minha irm kkk'
twitter,positive,'RT I like twitter'
apple,negative,'You know Its been almost a week since I paid for iTunes Match I would really like to use it Any ETA on a fix'
microsoft,negative,'So let me get this straight microsoft makes windows phone microsoft owns skype but theres no skype app for windows phone'
google,positive,'You guys just taught Google Android how to design a decent phone So much Metro Good Job guys'
apple,irrelevant,'O piratasdainformatica só no disse se o Bill Gates tbm é dono da'
microsoft,irrelevant,'Ballmer Microsoft fue afortunado de no haber adquirido Yahoo en previo al colapso financiero de aquel momento'
microsoft,neutral,'Microsoft opens the spigot Windows Phone Mango available to all microsoft windowsphone Microsoft has said th'
google,irrelevant,'RT Nouvelle app Calendrier plus épurée google nexusprime'
twitter,irrelevant,'Creo que hoy es mi ultimo día en Twitter'
microsoft,irrelevant,'Hrt einen Vortrag von Leslie Lampert einem Microsoft Guru'
microsoft,neutral,'microsoft announces SP for office and sharepoint'
microsoft,neutral,'Big Data and the Cloud More Hype or a Real Workload azure hpc microsoft'
apple,neutral,'RT Dear Can We Get Some AfroAmerican Emoticons Management'
twitter,irrelevant,'por fi te encuentro en Twitter DD'
google,irrelevant,'Android ICS predice cuál será tu gasto de datos y te advierte o bloquea para que no gastes más dinero tecnologia ciencia google'
google,neutral,'SEO TipMeta nofollowed or robotstxt blocked pages DO receive pagerank juice when they get links google'
google,irrelevant,'Voici un trs bon résumé de lannonce du GalaxyNexus de Google'
twitter,irrelevant,'RT Tan linda MiN me arreglo el Twitter de nuevoooo'
apple,negative,'IOS has one problem when i save someone in my contacts they dont show his nam becuz of the region apple'
google,irrelevant,'keizai sumaho google'
google,neutral,'is oxycodone and nyquil a bad mix lol I dont think so but ineedadoctor and Im to lazy to use google'
apple,negative,'thank you for sucking so much I cannot believe you would sell something online that isnt made'
apple,neutral,'Apple have just announced they sold million phones this weekend Incredible That recession continues to bite recession'
microsoft,neutral,'RT Are you making the move from GoogleApps to Microsoft gtgt Metalogix can migrate you from GoogleApps to SharePoint'
twitter,irrelevant,'alejado de twitter y facebook mi vida esta vacia ya ni tiempo tengo de quejarme'
google,neutral,'My thoughts on tonights Google Ice Cream Sandwich and Samsung Galaxy Nexus talk'
twitter,irrelevant,'hahahaha bby obviamente no es para ti ni para nadie en Twitter'
apple,positive,'boo hiss wuhu When will my berry powered technology actually work'
apple,neutral,'Will siri be available for iPad'
microsoft,irrelevant,'Microsoft e Adobe i pi danneggiati dalla pirateria mercato'
twitter,positive,'Thnx Isnt Twitter pretty damn amazing Hope yr enjoying it Fast like you and I'
twitter,irrelevant,'Gamit m din pala twitter now haha gtlt'
microsoft,neutral,'RT Follow for insight on Microsoft solutions which drive productivity for people and their organizations'
microsoft,positive,'Absolutely loving the ARC mouse courtesy of the one and only inspired microsoft'
twitter,neutral,'Top Twitter Related Sites design twitter'
apple,neutral,'nope they wouldnt even let me my mom switch she has an upgrade mine isnt do til march'
microsoft,irrelevant,'Microsoft vi aspetta a SMAU dal al ottobre venite a trovarci Siamo al Pad Stand A'
microsoft,irrelevant,'ultiem zwaktebod concurrentie hekelen om je eigen product te pushen Ballmer Android is te complex microsoft fud'
google,positive,'Thoughts on Android ICS Excited to play with the new features android google'
google,irrelevant,'RT Prise de photo quasi instantannée ouaaaaaaahhhhh google nexusprime'
google,neutral,'Now its time for some Ice Cream Sandwich Samsung launched its latest Android Galaxy Nexus phone powered by Google'
microsoft,neutral,'Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename Concero Cloud'
microsoft,irrelevant,'Piensas lanzar tu propio emprendimiento Microsoft te acerca los mejores recursos tecnológicos SoloPensamosenTI'
google,neutral,'Googles Ice Cream Sandwich Official android icecreamsandwich'
google,irrelevant,Google
google,irrelevant,'Echelon Quality Management System pdf ebook google'
google,positive,'Raise your hand if you now want an Android IceCreamSandwich powered GALAXYNexus phone Google Samsung'
apple,irrelevant,'oh putain jai vidé mon spam il y a peu Le mail de applecert com est dans ce quil reste'
google,irrelevant,'Para el que le interese saber las características del nuevo cel que me compraré El galaxynexus de google'
google,neutral,'Google Ice Cream Sandwich Android a handson screenshot gallery via'
google,negative,'Google is terrible at presentations Hated the terrible camera interference from the huge screen behind the speakers headache'
twitter,irrelevant,'Me Ausenteii por mutivos que me DeixaramTriste mais Twitter Estou de Volta uhuruoooo'
google,negative,'Did Google really just highlight a new font Roboto as part of their ICS announcement for Android Seriously'
microsoft,neutral,'Ballmer confirms Nokia phone debut you can quote him on that microsoft SteveBallmer'
apple,neutral,'If you sign up for iClould will you also get iRain icloud'
twitter,irrelevant,'awwwns Qeriido Twitter Grasiias poqe en ti puedo desahoqar miis indirectaaasD'
google,irrelevant,'RT vers gt Voici un trs bon résumé de lannonce du GalaxyNexus de Google'
twitter,neutral,'RT Top Twitter Acronyms Abbreviations and Initialisms'
google,neutral,'Anyone use Google'
google,neutral,'The competition Google introduces Android Ice Cream Sandwich and the Galaxy Nexus'
google,positive,'google my favorite study guide'
twitter,irrelevant,'Twitter se tarda para cambiar de avatar'
twitter,neutral,'twitter should i upload tweetdeck for my laptop'
twitter,irrelevant,'jajajaja ps q mas se hace En Twitter'
google,neutral,'new jobs posting for google jobely'
microsoft,irrelevant,Microsoft
apple,negative,'Turns out my computer isnt as fixed as it is meant to be Fuck you Im going back to your Genius Bar to complain annoyed'
google,neutral,'Google Adsense Tools Adsense Google Tools'
microsoft,neutral,'Microsoft should follow suit with Bing and Windows Live'
apple,negative,'No location reminders on ipad That was the point of updating to iOS'
apple,irrelevant,'que amable es la gente de'
google,neutral,'Dennis Goedegebuures Thoughts on Changes in Google Analytics I contacted Dennis and asked'
twitter,irrelevant,'aa laa gran laa compuu se trava sii tengo twitter y facebook aviiertooos'
apple,neutral,'I am aye I wasnt'
apple,negative,'why is it every time there is iOS software update my iPad goes dead and I need to totally restore fail'
twitter,irrelevant,'meu Twitter ta a coisa mais linda rs'
microsoft,irrelevant,'RT In de smartphonewereld lopen patentrechtszaken De grote winnaar lijkt Microsoft patent depers'
google,irrelevant,'Brilhante a apresentao do Android ICS O Google simplesmente abusou da tecnologia Sambou na cara das agendas ICS google Android'
twitter,neutral,'Trying to identify a constantcontact expert anyone on twitter'
apple,irrelevant,'Find more the best Angel Christmas Tree O'
google,neutral,'Google announces Android Beam for sharing between Android Phones Based on NFC technology'
twitter,positive,'twitter i love you'
twitter,neutral,'This nigga need to go to #Twitter Jail'
twitter,neutral,'I just installed the new Twidroyd for Twitter on my Android Phone Its Free give it a try'
apple,positive,'Another great James Stewart story in todays NY Times about importance of architecture in retail success'
apple,negative,'dear why you gotta go change the way ltinput typenumbergt is handled out of the blue'
twitter,irrelevant,'Vuelvo a el Twitter hasta el by'
microsoft,irrelevant,'RT Steve Ballmer haalt uit naar Android nuandroid Dan ben ik ook een nerd ja daaaaag slecht zeg v'
apple,neutral,'heydo you know why hasnt added G support yet Seems like an odd omission for such an advanced device'
google,positive,'Ice Cream Sandwich to stop carriers bullying smartphone users google android'
twitter,neutral,'RT Lmao RT Well thats my que bye Twitter oomf finna start quotin lines from ATL lol'
google,irrelevant,'Zapatero Google Hay que darse prisa en conocer el fenómeno web acabará en años'
google,neutral,'Is it Google bookmark or links that bring site traffic blogspot wp'
twitter,irrelevant,'twitter Off a dormir para no pensar en ti'
microsoft,positive,'Ballmer Thinks You Have To Be A Computer Scientist To Use Android tech microsoft i agree to some extent'
apple,irrelevant,'CEO on Privacy Free Speech and Far From IPO'
twitter,neutral,'twitters dumb I dont like it Hush up Justin'
google,neutral,'Android Google ICS Has Completely Revamped Your Contacts Into The People app DhilipSiva'
apple,negative,'Whats the point of iCloud wireless updates when ios now forces me to use the computer to charge my ipod touch now worstupdateever'
microsoft,negative,'Microsoft licensing process is annoying'
apple,irrelevant,'Today very cheap for IcemakerAnd Free shipping for Icemaker too'
apple,irrelevant,'Today very cheap for Hemp For FuelAnd Free shipping for Hemp For Fuel too'
apple,neutral,'Hey next update can we get an emoji thats pointing the middle finger please Thanx'
apple,negative,'I sure as hell better be able to restore my calendar events Terrible bug apple icloud anothericloudfail'
microsoft,neutral,'Harmonix Microsoft'
microsoft,neutral,'CEOh no he didnt Steve Ballmer lays into Android microsoft ballmer android'
google,neutral,'Android Ice Cream Sandwich features facerecognition to unlock your phone no more entering a pin or password fb google'
twitter,neutral,'So sleepy and tired going to bed Nigh Twitter'
twitter,irrelevant,'No sé que haría sin Twitter Bueno sí probablemente mis tareas'
apple,neutral,'How much do s factories cost asymco'
microsoft,positive,'Good dev opportunities at Microsoft UX Tour Helsinki Finland'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky'
microsoft,neutral,'itasum Gadgeteer The New Way to make inspire and stimulate learning edugeek kinext microsoft'
twitter,neutral,'Thank you for following us on twitter awesome name btw'
apple,negative,'yea I preorder through and they sorry too just like ATT'
google,irrelevant,'Google Google besttigt Android Ice Cream Sandwich fr das Nexus S mobiFlipde Nachdem Google und Samsun'
microsoft,neutral,'Find give information about software bugs help improve Microsoft products Apply to become a Beta Tester ITPro'
apple,positive,'Love my new IS updates Just when I think it cant get any better somehow it simplifies my life more Thats rightits an Apple'
microsoft,irrelevant,'Casa de herrero cuchillo de palo DCE Microsoft lt Como NO manejar errores Link'
twitter,irrelevant,'Buenas Noches que descansen Twitter OF ZzzzzZzzzzz'
google,positive,'Me too RT Exciting day Its Ice cream Sandwich day Google Android'
apple,neutral,'Would much rather get outta this having a see pic and have fun with this Have your friends choose music'
twitter,irrelevant,'YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL'
microsoft,neutral,'Steve Ballmer people need to be computer scientists to figure out how to use Android phones Microsoft'
twitter,neutral,'yooo my nigga i sooo blowed i forgot bout twitter but im bkkkkkk'
twitter,neutral,'Facebook is becoming trashier and trashier twitter'
apple,negative,'THiS IS WHAT WiLL KiLL APPLE RiP'
twitter,neutral,'llssssyea I knololI aint been fuckin wit dis jointI guess twitter missed me tho huhslssslol'
google,neutral,'Thank you for the laughs Google tapping my peepz white suit face unlock fail using an LED screen for a video cast Love it anyway lt'
microsoft,neutral,'RT Jet Car Stunts Xbox Live game for Windows Phone released wp xbox microsoft'
google,neutral,'Android Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released Verizon Spotted in DhilipSiva'
twitter,neutral,'AND HOW EVERYTIME I GAIN A FOLLOWER IT SAY I LOSE ONE FUCKINUP TWITTER VERY HEAVILY PROMOALLDAY TMW FOLLOWLIMITISGAY STEPITUP'
twitter,irrelevant,'twitter casi no te pelo lo siento uu JAJA'
microsoft,neutral,'Windows Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently'
twitter,neutral,'Zzzzzzzzzzzz night Twitter GodBless'
twitter,neutral,'your seriously addicted twitter'
twitter,positive,'Twitter gt Facebook'
twitter,irrelevant,'Disculpame twitter te e tenido algo avandonado este dia'
google,positive,'WOW the new Google Nexus is just beautiful totally gonna boost googles market share in the smart phone market'
apple,neutral,'received m preorders in a single day for its new iPhone S consumerdemand stevejobs'
google,neutral,'Android Google New UI and Core Features in Android Ice Cream Sandwich Overview DhilipSiva'
google,neutral,'google icecreamsandwich event featured minecraft'
google,neutral,'Google Docs presentations get realtime collaboration transition effects and more Google'
twitter,irrelevant,'Saaindo aqq boa noite twitter'
microsoft,neutral,'Amazing that at microsoft TechEdAfrica everyone is running iOS phones'
microsoft,neutral,'Because you are what you search Now everyone wants to customize search Microsoft as well as MCHammer WiredDoo'
microsoft,irrelevant,'Nice Duim navigatie voor de tablet apps augnl microsoft'
google,irrelevant,'RT Android Beam partager du contenu entre devices Android via le NFC google nexusprime'
microsoft,neutral,'Microsofts Ballmer Swipes at Google'
microsoft,irrelevant,'Microsoft entwickelt Sensor fr Arbeitskleidung Es geht nicht etwa um den Grad der Verschmutzung so microsoft'
microsoft,irrelevant,'Microsoft ruft Cloud Society Award ins Leben via'
twitter,neutral,'Lol itss ben a year since i had a twitter but i jus start using it'
microsoft,positive,'Another Gem from Microsoft Curate your personal history with Project Greenwich Available later this month'
microsoft,negative,'Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android'
google,neutral,'Some people should not post replies in Google threads Their posts only continue to weaken their creditbility'
apple,neutral,'RT Sending love light to everyone the entire Jobs familyToday we lost a Giant who will be missed even by those who'
microsoft,neutral,'OmniTouch Microsoft via'
google,negative,'first thing on googles to do list hire a performance coach'
apple,neutral,'iPhone S Setup SIRI for your Tweets apple iphone siri'
apple,negative,'the chipsets tear through battery life Coworker has a htc thunderbolt that he gets about hours of life'
twitter,irrelevant,'Agora q estava legal acabou Deixa eu t perguntar Como eu popularizo o meu twitter Vc tem dicas'
twitter,irrelevant,'twitter detik Buntut Kongres Rakyat Papua Orang Ditemukan Tewas'
microsoft,irrelevant,'RT Belle le magliette che diamo a SMAU in Microsoft'
twitter,irrelevant,'D tonces deja el vicio de Twitter xD'
google,irrelevant,'Android Ice Cream Sandwich Android google android'
apple,neutral,'not that I know of I think it is only on iOS should get to make a desktop app'
microsoft,irrelevant,'Uff mucha expectación con el Plan Nacional Qué prioridades tenemos como Pais Plan Nacional microsoft'
google,neutral,'Android Google Video Googles Nexus site updated with new device and ICS features DhilipSiva'
microsoft,neutral,'RT What happens to Skype now that it is officially Microsofts MSFT'
apple,neutral,'All about yesterdays upgrade Helpful but maddening'
google,neutral,'Twitter and Google just cant agree on Realtime Search deal Computerworld av'
microsoft,neutral,'Linux Licensing in Conflict with Secure Boot Support opensource uefi microsoft'
apple,neutral,'Iphones Ipads beautiful technology but alltogether mainly a marketing platform Its obscure isnt it Apple lost its touch'
microsoft,irrelevant,'ZappTek iPDA v ipad microsoft mp'
google,positive,'LITERALLY HAD MY MIND BLOWN AWAY JUST NOW Google Samsung'
apple,irrelevant,cc
twitter,irrelevant,'jajajaja Facebook es otra cosa insultas a Twitter jajajajajaja'
microsoft,neutral,'What is up with ATT at Microsoft Full bars in one building and no service in another only or so feet away vslive'
google,irrelevant,'RT Nouvelle application Contacts les connections Linkedin Twitter sont enfin intégrées google nexusprime'
twitter,neutral,'wait i dont really care what people are doing in their daily lives twitter'
google,irrelevant,'AsiaClassifiedToday Thailand Market factors to watch Oct Reuters Thailand Market asia google biz'
apple,neutral,'This video brought a small tear to my eye Watch to opinion of SteveJobs and'
microsoft,neutral,'Microsoft Zune Digital player HDD GB WMA AAC MP video playback display'
apple,neutral,'vs who winning'
apple,negative,'Warning if iphone apps spontaneously loose data it might not be the apps fault iosdowngrade'
microsoft,irrelevant,'Schaue mir WMI Performance Counters auf Deutsch an und kriege Schmerzen ICH WILL SCHMERZENSGELD VON MICROSOFT fail'
microsoft,irrelevant,'RT Microsoft anuncia nuevos títulos de juegos educativos'
microsoft,irrelevant,'Lo último y lo mejor de Windows todo en un único lugar windows microsoft'
twitter,irrelevant,'Ya no sé si la noticia del Zoo de Ohio que me llegó a mi cel fue sacada o no de twitter creo que sí'
google,neutral,'RT The most important KPIs in Google Analytics marketing webmaster'
twitter,neutral,'RT Top Twitter Acronyms Abbreviations and Initialisms'
